"","word","count","mean","sd","skew","kurt","corr"
"29015","yuan",8,11069.625,5599.84333805101,0.632684279004771,-1.3845188394192,-0.662614885352365
"2551","biomolecules",10,2923,2968.80267672564,2.16035592821095,3.21611713769503,-0.662488946264245
"36940","photosynthesis",7,8400.14285714286,4844.73475120401,0.74285510223684,-0.86248270496954,-0.662473766683281
"2974","capable",10,1129,304.269252107041,0.629423503300562,-0.516337999352121,-0.66242892999746
"6073","expensive",10,2494.3,616.998838464601,0.41069532129678,-1.50308615968106,-0.662254636211844
"36081","nanogenerators",7,9133.14285714286,5788.82220112092,1.23937395992148,0.164485871198234,-0.662239993722881
"10024","monodisperse",9,3081.44444444444,629.191169500795,0.460122688304881,-0.601147288275126,-0.661930475907669
"8159","interesting",10,979.7,621.296145167504,2.13960837487766,3.15099310923552,-0.661362202291949
"11722","placement",10,5403.9,3450.68233027099,2.01229640108281,2.83981604783686,-0.661276680853789
"3983","contributes",9,4161,701.189346753072,0.505877399984807,-1.08915489126846,-0.661179231340371
"20080","antenna",8,3884.375,2453.7461119975,0.795607621562604,-1.12817022371022,-0.661172538502984
"27866","superhydrophobicity",8,11774,4713.44611571134,0.576301656307523,-1.43741476276808,-0.660910863198985
"14959","superb",9,11888.2222222222,2839.96363435246,0.350825710456007,-1.60303297173025,-0.660714043063569
"9951","modulated",10,2509.1,880.339511526977,1.8619228990407,2.33307805641016,-0.660251103807312
"28704","virtue",8,12184.25,4593.66569310393,0.733799077381857,-1.11789808702987,-0.660242837347409
"36080","nanogenerator",7,9806.42857142857,5910.62819157555,0.89069896643257,-0.534107524337135,-0.659739875725046
"26233","photovolt",7,15268.1428571429,5596.90817709717,0.185261900246976,-1.49555544444738,-0.659143298916379
"5789","enzymatic",10,4877,2744.8487511458,2.094844936239,2.99222636744549,-0.659045207484231
"25558","noncovalent",6,7965.5,5316.33440445576,0.766475839946908,-1.25053511781405,-0.658926229510953
"16169","unintentional",9,9377.11111111111,3579.67765463751,0.5668596063559,-0.597747486924249,-0.657968033743047
"2698","borosilicate",9,7201.33333333333,2247.68275119066,0.339308423070231,-1.14186430513827,-0.657530060927267
"17537","kim",9,2746,1931.95936810276,1.23262022542092,0.0508354664483179,-0.657364261248315
"10277","nanofiber",9,3289.44444444444,1408.40078733924,0.743756637908753,-0.803328555462714,-0.657174561251565
"10290","nanometers",10,2229.1,981.224229668677,2.01584728020886,2.81465599022465,-0.657067946331283
"10250","nano",10,310.5,354.81677587798,1.6763571067823,1.79154085751261,-0.656671816519039
"15056","survival",9,8197.22222222222,4810.44428243842,0.722790143069666,-1.22384102133214,-0.656509078286597
"27770","stretchable",8,5432.875,6135.5656727803,1.60872712179598,1.0737266826844,-0.656097983919838
"4013","convert",9,3284.55555555556,1615.51718585033,1.17853528460459,-0.178633209424977,-0.655954277151813
"15109","synchrotron",10,1701.7,1437.87242905003,2.13075444122617,3.14739472482437,-0.655897929797327
"1185","able",10,571.4,147.267858754795,0.973890869469977,0.385353189013606,-0.655862352392888
"14342","sources",10,994.1,289.081092044737,1.24263719169888,0.356813782258823,-0.655832764176841
"7369","highlight",10,3038.4,843.647925512902,0.324089654236014,-1.40320079767156,-0.655678416098193
"25735","opt",8,5370.375,891.127205525996,0.0161357470050327,-1.82427547408874,-0.655676071616995
"3842","conjugated",10,1301.7,937.793160089746,1.90728206926608,2.37104285028935,-0.655656935926551
"2113","atmosphere",10,1242.9,139.464412027665,-0.19769749517291,-1.66453088415857,-0.655605074503872
"12979","regarding",10,2171.7,510.054474214928,0.858321819016431,-0.964285872250826,-0.655494905171852
"34120","heterodyne",7,13618.2857142857,4322.67088400546,0.427389473604812,-1.19547874121498,-0.655098469092872
"2518","binds",9,7484.66666666667,1858.54351576712,0.559403880314221,-0.700906065790563,-0.655035056995104
"7614","ice",9,5367.88888888889,3516.82244520691,1.08822300102114,0.010226698875595,-0.654960625710838
"16714","wires",10,1634,1575.102606887,2.01594431929974,2.77600997622162,-0.654799639605869
"12403","propose",10,1867.4,1214.60548693347,2.13441323869161,3.14923452524094,-0.654229175465029
"7497","huge",10,3169.7,1013.12037784263,1.83171730295543,2.30796936130314,-0.654189145457228
"10861","opened",9,5116.77777777778,2152.32727400933,0.946613858325988,-0.970049226993666,-0.654113365876464
"25198","nanodiamonds",8,8878.75,7042.90885014342,0.663582611301006,-1.22782683832176,-0.653813531949493
"36913","photoconversion",7,11584,6666.54873229019,0.465988159435562,-1.69864187579345,-0.653767855958807
"5230","dominated",10,2297.8,696.182096229938,1.4702357735477,1.29284208975823,-0.653286998990173
"13553","safe",10,4419.8,1632.75362501512,0.623815952704386,-1.16453432513423,-0.653102260375547
"11771","play",10,1211.9,603.651380259243,2.18221674483131,3.29999982299537,-0.652967007776533
"34122","heterointerface",7,8314.14285714286,5056.11723323248,1.50684340559585,0.568112377837395,-0.652600144217751
"33723","geim",7,12092.5714285714,4052.21568433628,0.499385991906081,-1.25732946073188,-0.652574755632356
"16618","way",10,550.8,86.7842791703147,0.644029724957354,-0.242301403894294,-0.652541719939906
"10067","morphological",10,1643,1166.23925504161,2.12170754687156,3.09289577774317,-0.652299518053033
"10196","multiscale",9,4244.55555555556,2658.26287785422,0.936131566832707,-0.937447488397548,-0.652201709810982
"2300","band",10,148.7,152.309662639418,2.21554452131494,3.38636708065293,-0.652178144745404
"7891","indicating",10,1037.2,55.0086861827799,1.04449844149613,0.391570415025493,-0.652177803454998
"6154","extracellular",10,3495.2,3292.16091816775,2.08702373219138,2.97440496030354,-0.652149988865036
"10541","no2",8,6671.625,4046.91787263556,0.60431791680634,-0.986914985757736,-0.651779010055594
"7413","holes",10,1560.1,1025.49689310976,2.18975830670234,3.31949705850249,-0.65176244818774
"3807","cones",7,8882.42857142857,1575.76984964417,0.581779205551705,-1.07991575369435,-0.651183416124164
"24444","maeda",8,16053.625,6043.29524437738,0.0530056173023785,-1.86265419485065,-0.65116672186734
"26597","pseudobinary",7,15408.2857142857,4670.47662500969,0.0841781136478202,-1.26501231380115,-0.651002369991392
"24036","keywords",6,6823.33333333333,1901.13141751607,0.549094856577916,-1.65126630824655,-0.65099832007673
"5676","encompass",6,10671.5,2200.69214112288,-0.178539775403057,-1.99664290194728,-0.650565002776628
"6412","filling",10,2650.6,832.986354430051,0.35642664933222,-0.949308745808766,-0.650402149652925
"13001","regular",10,2763.9,983.521049879236,1.73547245751886,1.9455956657622,-0.649904326698772
"1327","across",10,656.1,195.470628654708,1.65144147405845,1.92392821025839,-0.649463210267737
"38836","tmos",7,12556.2857142857,7154.81426999298,0.844989435997242,-0.774520208242656,-0.649384875047652
"11997","population",10,2878,826.752818091491,2.13120262907059,3.1591903854417,-0.649370759673635
"4581","delicate",8,8413.75,2231.24262303702,0.773088057073345,-1.27235450888635,-0.649302347395346
"16932","zr0",6,9936.5,7298.90665099918,0.534237022010415,-1.75381021785453,-0.649204029771511
"4215","crosslink",8,6257.5,1467.59063969292,-0.0523293233029642,-1.79653293392531,-0.649082941385992
"11243","past",10,1377.1,276.276612594455,0.360074555558035,-1.09533006469343,-0.647827580921614
"33618","fun",6,17775.3333333333,2047.98541661474,0.0947375663204663,-1.68674821110378,-0.647777383024653
"7718","impedance",10,1433.9,1096.82931417994,2.14757318636356,3.19763693871676,-0.647398982423381
"7208","harsh",10,3906.6,1110.94566323771,0.395477736657738,-1.25198361965754,-0.647370587992883
"9123","luo",8,9813.75,4386.69748053297,0.472636058035807,-1.42808665754593,-0.647328021323803
"8842","let",9,8949.66666666667,2850.41532061558,-0.0102316425874494,-1.39224110025343,-0.647184245038878
"6839","gaseous",10,3792.4,944.726791782212,-0.0602483037628562,-1.52112529588005,-0.646881476915101
"27953","tablets",8,13658.625,7348.16033220949,0.805324271955732,-1.29845045267918,-0.645642219220084
"2048","assembly",10,490,316.270980858714,1.10883501591604,0.234010782269154,-0.645573260779142
"13246","response",10,283.4,62.9094587482677,0.0386091083323961,-1.42430658429933,-0.645097052501013
"38148","slb",6,8328,3366.12323006749,-0.32578158435015,-1.83041868794006,-0.64504049537708
"27816","substituent",8,13082.625,6675.90040877312,0.86277971730917,-0.928991120418411,-0.644831731510459
"2547","biomimetic",9,2793.88888888889,1093.38790514214,0.993156060496304,-0.655403696733678,-0.644680659562867
"6750","fullerene",10,2099.8,880.19452395479,1.46654602649459,1.24606482433844,-0.644373727680777
"13230","resonant",10,1565.8,573.647162170848,1.46042773806566,1.16770410271273,-0.644287300647682
"13980","showed",10,222.4,123.246996808126,2.03679792062014,2.87635686920252,-0.644247769388569
"1448","advantageous",9,3156.55555555556,527.000026354627,0.434320064645538,-1.02286219207181,-0.644206493017657
"12037","possibilities",10,2504.8,992.067403624035,1.91784868332694,2.48845794312147,-0.644098558651465
"1986","arrangement",10,2004.4,542.291270649106,2.04266359657467,2.88835136864726,-0.644060356329756
"12794","reacts",9,8899,4967.720956334,1.07029172039301,-0.516327706455456,-0.643881199915356
"7907","indium",10,1701.8,1061.34367666652,1.77195730827582,2.16450204832649,-0.643816494586445
"13658","scattering",10,429.9,437.596833728135,2.22726874565817,3.4229539354897,-0.643491027235922
"11194","parasitic",9,4579.77777777778,1320.3304300229,0.801054376792457,-0.898814373669184,-0.643209857396354
"10734","observe",10,1183.5,614.453370439486,1.91224909321539,2.47820354896382,-0.642941622607361
"7508","humidity",9,2691.33333333333,865.239417733612,1.22890905657289,0.310080509481721,-0.642673979870507
"9368","mbar",8,6254.875,1855.3708476051,0.459955668971178,-1.34778563583708,-0.642552614860008
"26181","photocatalyst",8,6130.25,3991.85902807201,0.726650579032668,-1.29121902436214,-0.642125474729478
"4645","dependency",9,4680.88888888889,970.731482497148,0.722309843820853,-0.493685198311092,-0.641682927274851
"39512","xiong",7,11590.4285714286,6891.83726972576,0.895097024604948,-0.716307873366578,-0.641643495314941
"13853","separation",10,682.2,528.244850634838,2.12142905254796,3.10152972808025,-0.64075285185976
"37731","ron",6,19988.5,6064.99710634721,-0.41340910943165,-1.70854998612421,-0.640731041007123
"13985","shows",10,336.2,40.9737043046445,0.548039704900537,-1.34057153240232,-0.640559524156018
"12812","realized",10,1567.3,509.54207110132,2.0468315830791,2.89879052739026,-0.640488306267033
"4595","demanded",8,8151,2239.57259953131,0.481235820821683,-1.43099060693001,-0.640285738904335
"27671","sram",6,18866.1666666667,5982.40270849988,-0.379783811298922,-1.41475893442379,-0.640159719508454
"2767","broadband",9,3477.33333333333,1288.69012955016,0.504142272861834,-1.44078325960526,-0.640120268501161
"10686","nuclear",10,1062.1,799.77127980442,1.10723550461589,-0.217264264582088,-0.639915066239618
"2977","capacities",10,3661.5,1331.94830146586,-0.128346040875217,-1.50316408126611,-0.639826714893504
"10901","optimized",10,838.1,178.16125654399,0.763270704483743,-0.81501907471629,-0.639792436298959
"4725","detached",7,8900.85714285714,3645.94987296733,0.61274233539081,-1.33046731374799,-0.639724233605657
"1670","although",10,564.3,78.3525508341766,0.660460482180492,-0.175285078959306,-0.639669254706881
"10812","offset",9,3371.66666666667,991.516641312691,0.187434477682309,-1.47937791936372,-0.639041383713423
"28147","thiolated",8,17379.5,6005.01521349328,0.280303898828239,-1.4827744605326,-0.638986837776501
"12211","present",10,73.9,28.3488192973809,2.01285694561532,2.80484585719886,-0.638865690234146
"15333","tes",8,10751.625,3978.52721987493,-0.11881358163054,-1.43711023272699,-0.638682953635518
"2538","biological",10,704.1,624.51731583502,1.55478120271182,1.0482333228797,-0.638537102273822
"2527","biochemical",9,4014.44444444444,2176.04320448326,0.95592436493412,-0.95226251951365,-0.638031856123734
"11598","photoemission",9,2505.66666666667,550.786710079319,0.984875671945014,0.142237929431455,-0.638002618022167
"13940","sheet",10,1642.9,1407.76208927503,2.03836827145564,2.83506972351776,-0.637771254543455
"1353","activity",10,529,274.759288590334,1.21121033867034,0.395117935262211,-0.637763746399441
"1865","antireflection",9,5420.55555555556,1576.31390521615,0.343551900527969,-1.6444011538898,-0.637673136432502
"9257","manipulating",9,4056.66666666667,820.28348758219,0.207213608602961,-1.66350012314197,-0.637549318532765
"25936","pathological",7,8366.14285714286,2146.568535172,0.200333370565793,-1.91796628873352,-0.637328396587668
"37907","schneider",6,11699.5,6042.29925607794,1.06841997788691,-0.488039846198075,-0.637135299421226
"13694","scientists",9,3906.66666666667,1128.10105930276,0.68962576846185,-0.60527359919423,-0.63697735207418
"8144","interconnected",10,3288.3,680.590764622096,0.485499738553904,-1.18105541728477,-0.636674799287773
"20062","angewandte",7,10763.5714285714,2701.10643114649,-0.816875712483252,-0.715452791815512,-0.636555898552283
"19767","abovementioned",7,10498.2857142857,3914.73710118937,0.68888670655345,-1.14746698970495,-0.636175828070416
"1850","anticipate",9,7223.66666666667,1842.43398796266,0.547947998391893,-0.491160943043034,-0.635705559189263
"2562","biotechnology",9,6367.66666666667,2200.68108775442,0.858815526036833,0.230688861706942,-0.635579221669354
"25236","nanoimprinting",8,11880.625,6174.80292195629,0.618211439577195,-1.06875569329326,-0.634965596566859
"15384","textile",8,8377.375,5047.40739496172,0.710456849458264,-1.40704408095315,-0.634643461922762
"6915","geometrically",9,6740,3040.42299688711,0.924737142033228,-0.774860906617635,-0.634493691714981
"1498","aggregated",9,6087,2472.82616655518,0.530981968541174,-1.00804724858078,-0.634271521656191
"8910","limit",10,792.1,160.40119838843,0.387485404103361,-1.23532562373907,-0.63403426071335
"5999","excitation",10,718.6,199.920095149148,1.7345431146423,2.10851973029228,-0.63373612454796
"32320","conjugating",6,17963.5,2358.05723000948,0.212809339405499,-1.25365397828445,-0.633563578131473
"10423","neither",10,4766.1,1078.51002673957,0.781701118485892,-0.182189089449166,-0.633528856511676
"22231","electrohydrodynamic",8,14957.5,4154.86265889568,-0.507312173253789,-1.04699864738784,-0.633511118962757
"6979","glucose",9,2928.77777777778,1258.03187338177,0.439816242161168,-1.34085296927249,-0.632796864210819
"13310","reveal",10,1285.3,1453.97004783455,2.2596377599304,3.51915805311885,-0.632531489803521
"13951","shift",10,905.7,446.474100281553,2.17240493621117,3.27447318723305,-0.632350959554557
"9388","mea",9,8092.55555555556,3566.59736692801,0.327694542483732,-1.41889752071247,-0.632286267414846
"12038","possibility",10,895.1,270.176670594138,1.94881017114786,2.5452017275743,-0.631904607893308
"11261","patterned",10,1125.8,1408.68778971385,2.21497335091937,3.38228456970336,-0.631641477654323
"3819","confirm",10,1811.5,354.127488029068,0.208000738405225,-1.13610562501482,-0.631556426939265
"4362","cyclic",10,1510.9,282.100632162827,0.286798453843377,-1.62187402306995,-0.631527251766655
"2762","bringing",9,7356.88888888889,1856.28704976119,0.653582290846567,0.0201146885451862,-0.631521500760373
"6155","extract",10,2603.9,619.210509887837,1.65111434711472,1.90290361981973,-0.631355708574975
"26065","performs",6,10325,2174.83295910284,-0.15433078629279,-1.69930550403083,-0.630897673402665
"2514","bind",10,3573.1,1634.14173531891,1.85789776302562,2.46482135799473,-0.630622624125145
"16047","ultraviolet",10,2441.6,629.099391546713,0.0204628765608917,-1.78748227708202,-0.630606309395099
"14865","substituting",10,6118,1485.26727860304,1.23977672068864,0.400379905949162,-0.630574606148216
"8671","lamella",9,9365.55555555555,3652.69541267511,1.15299583073006,-0.257132571373857,-0.630407648542517
"15739","training",8,5208.75,2105.25191909594,1.10303221027893,-0.118646077434235,-0.630109865759934
"14840","submitted",9,2686.44444444444,989.063712698923,1.01172373991152,-0.0219085629525235,-0.630014623409279
"39164","unsatisfactory",6,23155.8333333333,6254.26690881247,-0.49008740133922,-1.75991920958664,-0.630000879146676
"4634","department",10,1026.2,749.40314028343,1.97296236866553,2.69484318481867,-0.629839715096745
"4140","coupling",10,513.9,126.81171519663,0.515162486691325,-1.16035970681287,-0.629778437288999
"22481","exfoliation",8,5164.25,4398.6833013658,1.75160739680159,1.45514133679788,-0.629354620000919
"23753","int",8,2482.375,368.917310711841,-0.534129888565134,-1.11952070701251,-0.629266959214031
"8693","langmuir",10,3306.1,717.389162945128,0.437429489356306,-1.07972181927263,-0.628529602464871
"15674","top",10,744.6,853.475925586396,2.22562937358432,3.41996414868719,-0.628119872978249
"4998","directed",10,1945.7,357.070192290287,-0.13610544878931,-1.13815281346405,-0.628082609931809
"10345","native",10,2020.7,1049.70811286863,2.09827183800699,3.03587803721764,-0.627150664823572
"9931","moderate",10,2699.4,792.66543313613,1.99466277479526,2.74562029292621,-0.627125196241863
"19911","ahn",8,9900.875,4653.36042746069,0.713318801618271,-1.30667543713868,-0.627063968411054
"38732","textiles",7,9862.14285714286,6665.58325601422,1.35109996018862,0.222371194900021,-0.627044128006653
"5533","electromechanical",9,2934.66666666667,976.913251010549,1.13480831303586,0.177317536497422,-0.627005543368693
"14264","sodium",10,2046,524.070605930155,0.332344418948486,-0.735659439916728,-0.6269142097404
"3988","control",10,114.8,34.0483316608742,0.438419351234595,-1.30401582150302,-0.626618593634396
"3202","channel",10,865.1,1009.31918197918,2.24254820642005,3.46803430664578,-0.62593304787816
"21326","conformable",8,12883.625,4066.92674202524,0.308671722580918,-1.5845573347233,-0.625719999115329
"2967","cantilevers",9,3812.66666666667,1811.8640953449,1.24255133313805,0.582891565611356,-0.625473716944662
"21301","concomitantly",8,12518.125,4451.34956863004,-0.186958917290859,-1.89382345039109,-0.625373848532253
"49317","upscaling",6,17650.6666666667,5879.22010700966,0.204912676234488,-1.41606034024321,-0.624856028514971
"26926","researched",7,7803.71428571429,2106.04872642948,0.560735043509184,-1.13966162721874,-0.624640806506345
"7856","increased",10,287.2,146.310780342545,2.08942733230781,3.00848417569354,-0.62450210718195
"11259","pattern",10,748.5,483.040888538434,1.98714689437713,2.7172144409081,-0.624007614620064
"1798","anion",9,2995.33333333333,653.063549740758,0.120950849833646,-1.85761600461617,-0.623747412242354
"21268","commun",8,5479.25,4087.20724596008,1.41173851817194,0.504223991296629,-0.623621188633959
"21088","cheng",8,5649.5,965.148397176014,-1.1125786807088,0.296706493816516,-0.623547946708482
"24905","mnps",7,5411.57142857143,2223.45375914311,0.476915164130949,-1.35415521872176,-0.623025269380132
"25257","nanomedicine",8,7718,2872.64358089498,0.690436712905008,-1.17692115499931,-0.622528491762151
"13320","reversible",10,1191.3,291.966912128374,0.22878032052017,-1.23923142454409,-0.621971759580525
"20595","biomedicine",8,8707,1718.18791588281,-0.171952311256462,-1.47463156809192,-0.621877507480684
"13240","respectively",10,421,329.097081252461,2.24398329522951,3.47300970304484,-0.621729923846203
"3228","charge",10,454.1,1151.69685922796,2.26947025184897,3.54767219490907,-0.621592737413093
"6156","extracted",10,1920,286.860399652669,1.09598499434719,0.503788224568339,-0.621567514200153
"12611","quantified",9,2922.11111111111,516.274017466608,0.461225674692917,-1.5795327760417,-0.621438512802493
"22281","emergent",8,7668.5,2507.77112193278,0.46004148466801,-1.38365283227371,-0.621428468267943
"11707","pitch",9,2698.22222222222,753.939781709683,0.238627053369404,-1.26727219730075,-0.620927253974824
"23933","jeong",7,11506.2857142857,4244.31202569139,0.147270372882029,-1.82211513019633,-0.620520434883989
"16630","wealth",8,8407.25,2472.09915138647,0.213528788722702,-1.89621218653869,-0.620463213527291
"15992","twisted",9,10561.4444444444,5578.68828917495,0.606237076986159,-1.37844219803427,-0.619458063972798
"12740","rarely",10,5657.2,1552.30336382208,1.14962291229682,0.630920566193412,-0.61942565332863
"20746","braun",7,10877.4285714286,4113.86192675215,0.0803437087882677,-1.41151799776683,-0.619321007333285
"16902","zinc",9,1072.66666666667,375.892604343315,0.309480741677063,-1.33175097193688,-0.619150728924966
"24293","lieber",7,17681.2857142857,4703.87640548678,0.125096200407947,-1.99644860607736,-0.61885338766859
"19071","334",6,12168.6666666667,5438.10072237235,0.27330119852687,-1.85683531973248,-0.618763841894659
"13842","sensor",10,727.6,356.453892919937,0.561577085535932,-1.32476136824063,-0.618177804216388
"6599","food",10,4946.6,2850.98545146138,2.01468299752282,2.81501347326737,-0.617869672430798
"15814","trapping",10,1177.7,336.061849466235,0.00706860153833655,-1.56443469375925,-0.617665124353106
"23468","hsq",7,10972,6107.45691757216,0.496974614123592,-1.34780492021687,-0.61734043583302
"6996","goal",10,1329.7,182.618028804509,1.33588528976974,1.18228320567603,-0.617306004385529
"5545","electrons",10,809.1,619.420957202953,2.22889597682031,3.42818405941533,-0.616623750938399
"1208","absorbs",8,8133.625,2682.24362042036,1.03457716252469,-0.574803488447267,-0.616602292174349
"21173","click",8,5960.125,1614.31094875978,-0.0611843274054975,-1.5733388794117,-0.616282708131653
"1337","acta",10,3709.9,1635.21846654609,1.5703030902178,1.23759628927213,-0.615631930113121
"5601","elusive",9,6314.66666666667,2343.65291798935,0.308040361410527,-1.45199776998481,-0.615606827907631
"23086","gravure",8,6453.625,4141.93401815073,1.63364573378969,1.17175401732095,-0.614670298935826
"24779","microorganisms",8,9007.625,4783.09003342579,0.619048225616589,-1.24177363766524,-0.614580071657071
"14584","stands",8,10769.75,3928.90078229813,0.117345599444111,-1.7341967736968,-0.614447547114939
"12036","possessing",9,4941.55555555556,1106.64121456675,0.768617027662054,-0.516083338782148,-0.614211295962818
"10891","optically",10,2117.2,511.759665815464,0.851017038164025,-0.623672896970943,-0.613966248656545
"22592","fdtd",8,5417.5,1878.68654726038,1.15103327799162,0.219465512803363,-0.613887091618465
"10905","option",10,6032.2,3416.64750563733,1.48450680118675,1.01260657624612,-0.613811545307662
"12774","reached",10,2440.2,1042.02652983928,2.03466272840782,2.84730018434556,-0.6136083866752
"1219","abundance",9,4507.55555555556,1347.71789621485,0.111071872956366,-1.92367352423208,-0.613241210526209
"7593","hypothesis",10,4316.6,1084.41271356128,0.515931122009346,-1.28275510969562,-0.613163660394702
"14219","smaller",10,770.2,325.634014057363,2.09809408124516,3.0114587361486,-0.613110796450783
"10743","obtain",10,547.4,149.625606839946,1.78481243184837,2.1048658449679,-0.613034507289322
"13818","semiconductor",10,218.1,149.256267316764,2.08262991174441,3.00893567778541,-0.612064287534881
"37894","scft",6,12358,6191.66585015697,0.74379436155196,-1.0939334242339,-0.612060109494862
"14313","solvent",10,657,257.259920443637,2.09697220532217,3.07618459219161,-0.611705402849291
"1243","acceptor",10,1090.6,298.579674831061,1.21896117644108,0.731022757125145,-0.611522735221476
"14416","spectrophotometer",9,9204.33333333333,3106.6049797166,0.910823476835654,-0.299926864075812,-0.611263574769343
"9274","mapping",10,1564.2,432.043156280584,0.884161286256091,-0.527997270060034,-0.611230122180505
"24831","miller",7,7799.85714285714,1779.49959525812,0.607952985948298,-1.30922996222129,-0.61076681325507
"13068","remain",10,1577.6,340.92527692215,0.306597412510063,-1.68108031620378,-0.61029653643582
"1523","air",10,639.1,193.93839227961,2.04093605876244,2.8666167052328,-0.610092574300603
"15014","supporting",10,3188,963.511517546337,1.61374664957993,1.84766885592719,-0.610026009008595
"13172","require",10,1098.1,378.44548998355,1.97356912816346,2.66107223940494,-0.610015154943114
"22439","eur",8,6777.5,3730.09647519816,1.73212247241973,1.40601390462109,-0.60999566671725
"22197","eigenmode",7,12687.8571428571,2940.79294457416,-0.497093943823598,-1.37190755785358,-0.609410558674024
"1314","acknowledges",9,7085.77777777778,2498.92225658271,0.29934435335216,-1.74083455682728,-0.609332139592196
"7505","human",10,1388.6,864.047735306846,1.35126860603275,0.648335867025682,-0.609246610593962
"25220","nanofilms",7,17731.5714285714,6483.827363966,-0.441361844816413,-1.69242211710276,-0.609159841237476
"22303","endeavor",6,14601.5,2950.14770816649,-0.193133876483438,-1.44943729122734,-0.609079759060759
"2713","bovine",8,5654.375,1569.16719836625,0.431390373930701,-1.43990622605886,-0.608963184457608
"25036","mtt",7,9563.57142857143,3907.81084739879,1.23506892651195,0.076059899188496,-0.608003257389363
"8085","insulating",10,1367.5,299.934529893146,0.671263114109775,-0.90841950726256,-0.607949909247868
"1176","aberration",9,4640.55555555556,1723.47034432791,-0.052108921552779,-1.95026125382375,-0.607930028931205
"11656","physisorption",9,7648.44444444444,3287.80546531844,0.97765333822096,-0.168068229406738,-0.607367081797029
"10403","needs",10,2017.1,1043.34988804758,2.1838535790137,3.28842160625934,-0.606907842416714
"16388","vehicles",10,2698.2,839.727045599408,0.911445246371721,-0.65045284448497,-0.606749146275441
"11799","plutonium",9,7388.11111111111,4143.29272573289,0.430691168902961,-1.24591379687208,-0.606712281393182
"16520","voltage",10,332.2,486.721184161026,2.26170087467555,3.52610767248779,-0.606485705310796
"25052","multiforme",6,18755.5,4495.28182653769,0.0557928364962793,-1.82616098410473,-0.606344026759128
"28891","worlds",6,13958.6666666667,6883.29138324586,0.477902312557046,-1.52986228242717,-0.606234029412156
"13872","serve",10,1550.1,357.160857006724,0.637892692837931,-1.02008440868469,-0.605953537842418
"14980","superimposed",9,10673.4444444444,5070.47431487211,0.600767392440891,-1.19324017566985,-0.605886272332141
"25650","ocean",7,19177,5797.28827412725,-0.983935538435618,-0.338903350601838,-0.605426299654749
"9323","material",10,21.3,4.78539444560216,-0.456958128674079,-1.28597147270266,-0.605246225928724
"8362","iron",10,1189.6,1223.27785523613,2.13868215986825,3.14097183101244,-0.605207272984587
"8518","kda",8,10154.125,3453.89521048338,0.97241089596476,-0.672372378282742,-0.60508230930731
"13143","replication",9,8518,4193.56191083427,0.706910314403067,-1.19391555302261,-0.604870043540866
"14356","spacers",8,11238.125,5026.1857289741,0.403067037283354,-1.43189176519168,-0.604170293526973
"10069","morphologies",10,1576.6,1186.56527656744,2.1411264331833,3.17422978632551,-0.604128610400556
"15112","synergetic",9,11442.3333333333,3505.66737583588,0.0241031689686575,-1.6664196680401,-0.603995057135784
"12135","precursor",10,625.5,267.598060946305,1.75912518186885,2.14042761283847,-0.603882511850987
"6596","followed",10,760.8,278.854721235907,2.10253896583517,3.06914816052123,-0.603677541409216
"29053","zhu",8,4992.875,2494.99644646183,1.39220860508583,0.774919908308736,-0.603420584261435
"3097","cavities",10,3041,796.255681996123,0.602547759843827,-1.25358928808592,-0.603409999997291
"16054","unaffected",9,9617.66666666667,3338.24628360461,0.674363007287599,-0.410963944376524,-0.60294290905032
"12392","proper",10,2298.7,1075.19177100852,2.0054387632102,2.83032722067113,-0.602769476809381
"3976","contrast",10,552,333.491629080351,2.1241554796614,3.09726599114207,-0.602575074151606
"36914","photocorrosion",6,11896.1666666667,6248.95643821164,0.492142874396645,-1.35839337429855,-0.60196241606298
"12922","reduction",10,311.7,74.2234614001679,0.388309462727442,-1.46613105027177,-0.601780452412263
"13238","respect",10,935.2,262.800642650998,2.05881940714319,2.87877772781502,-0.601662453447632
"9072","losses",10,2017.6,968.362443624402,2.1240348723414,3.12242972566524,-0.601587561243777
"10210","muri",8,9498.375,3050.92149721078,0.32066627600147,-1.70470832380328,-0.601139369798482
"11486","pet",10,2892.1,1230.04827818532,1.597339968542,1.78181120659087,-0.600979885667761
"4364","cycling",10,1336.5,438.13550668968,-0.357919993817388,-1.5219931448693,-0.60082552650543
"8208","international",10,3284.2,1333.76691283664,2.04151037428296,2.82344000652525,-0.600783335828405
"2363","beads",9,3158.66666666667,1088.62194998999,1.06395310574202,0.398346618464423,-0.600684370801439
"13235","resource",9,6770.55555555556,1721.28237886111,0.151682943426624,-1.61838334646702,-0.600606305111871
"28835","whilst",8,6615.375,2779.28166143186,0.905565668384478,-0.747392606669106,-0.60034934453472
"10261","nanocrystalline",10,1517.1,1218.55948197497,2.14076444337275,3.15407268795512,-0.599872684012381
"12934","refer",8,13400.125,3035.71429285714,0.626060013767319,-0.940025071966376,-0.599703606804316
"16270","urgently",6,12629.3333333333,3116.99378675458,0.296547893998852,-1.88893122927277,-0.599637170493576
"16068","uncertainty",9,6876.33333333333,1918.66079597202,0.216929409624665,-1.54668679714909,-0.598967127575913
"38494","supercapacitor",7,5536,2505.29479303335,0.234299616117935,-1.62284369848861,-0.598694300358349
"9913","mobilities",10,2277.3,969.591901552171,1.82060421190034,2.22507952604533,-0.598614966751564
